medicine_id_ndc,year_month,generic_medicine_name,brand_name,manufacturer_name,dosage_amount,dosage_unit,medication_form,order_unit_description,units_per_order_unit,is_order_unit_openable,price_per_unit_usd,beginning_inventory_units,units_received_this_month,ending_inventory_units,restock_events_count,units_used_this_month,average_daily_usage_units,monthly_usage_trend,usage_variability_flag,currently_backordered,available_suppliers,historically_stocked
73532-2989-13,2025-06,sertraline,Sertraline,Pfizer,25.0,mg,tablets,bottle,180,True,0.27,5377,8460,7966,5,5871,196,stable,False,False,"AmerisourceBergen, McKesson, Cardinal",True
73532-2989-13,2025-07,sertraline,Sertraline,Pfizer,25.0,mg,tablets,bottle,180,True,0.27,7966,3240,5242,4,5964,192,stable,False,False,"AmerisourceBergen, McKesson, Cardinal",True
73532-2989-13,2025-08,sertraline,Sertraline,Pfizer,25.0,mg,tablets,bottle,180,True,0.27,5242,5357,5323,3,5276,170,decreasing,False,False,"AmerisourceBergen, McKesson, Cardinal",True
73532-2989-13,2025-09,sertraline,Sertraline,Pfizer,25.0,mg,tablets,bottle,180,True,0.27,5323,6840,6818,4,5345,178,stable,False,False,"AmerisourceBergen, McKesson, Cardinal",True
73532-2989-13,2025-10,sertraline,Sertraline,Pfizer,25.0,mg,tablets,bottle,180,True,0.27,6818,3960,5133,4,5645,182,stable,False,False,"AmerisourceBergen, McKesson, Cardinal",True
73532-2989-13,2025-11,sertraline,Sertraline,Pfizer,25.0,mg,tablets,bottle,180,True,0.27,5133,5940,5228,5,5845,195,stable,False,False,"AmerisourceBergen, McKesson, Cardinal",True
73532-2989-13,2025-12,sertraline,Sertraline,Pfizer,25.0,mg,tablets,bottle,180,True,0.27,5228,8100,7563,5,5765,186,stable,False,False,"AmerisourceBergen, McKesson, Cardinal",True
45838-7807-71,2025-01,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,3197,8338,6449,4,5086,164,stable,False,False,"McKesson, Cardinal",True
45838-7807-71,2025-02,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,6449,3238,5054,3,4633,165,stable,False,False,"McKesson, Cardinal",True
45838-7807-71,2025-03,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,5054,120,128,3,3349,108,decreasing,False,True,"McKesson, Cardinal",True
45838-7807-71,2025-04,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,128,6583,3751,4,2960,99,decreasing,False,False,"McKesson, Cardinal",True
45838-7807-71,2025-05,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,3751,2160,2697,4,3214,104,stable,False,False,"McKesson, Cardinal",True
45838-7807-71,2025-06,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,2697,3120,3175,5,2642,88,decreasing,False,False,"McKesson, Cardinal",True
45838-7807-71,2025-07,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,3175,120,582,2,2713,88,stable,False,False,"McKesson, Cardinal",True
45838-7807-71,2025-08,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,582,6600,4115,3,3067,99,increasing,False,False,"McKesson, Cardinal",True
45838-7807-71,2025-09,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,4115,13080,88,4,10667,356,increasing,False,False,"McKesson, Cardinal",True
45838-7807-71,2025-10,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,88,8592,5858,5,2822,91,decreasing,False,False,"McKesson, Cardinal",True
45838-7807-71,2025-11,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,5858,4320,4719,5,5459,182,increasing,False,False,"McKesson, Cardinal",True
45838-7807-71,2025-12,lisinopril,Lisinopril ,Apotex,40.0,units/ml,tablets,bottle,120,True,0.45,4719,5400,4732,5,5387,174,stable,False,False,"McKesson, Cardinal",True
47072-5891-85,2025-01,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,214,149,199,4,164,5,stable,False,False,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-02,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,199,149,195,5,153,5,stable,False,False,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-03,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,195,33,130,3,98,3,decreasing,False,False,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-04,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,130,85,106,5,109,4,increasing,False,False,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-05,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,106,70,91,5,85,3,decreasing,False,False,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-06,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,91,128,124,5,95,3,increasing,False,False,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-07,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,124,94,117,3,101,3,stable,False,False,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-08,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,117,88,104,5,101,3,stable,False,False,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-09,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,104,104,102,5,106,4,stable,False,False,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-10,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,102,10,26,4,86,3,decreasing,False,True,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-11,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,26,227,117,3,136,5,increasing,False,False,"AmerisourceBergen, Cardinal, McKesson",True
47072-5891-85,2025-12,hydrocortisone,Hydrocortisone ,Lupin,1.0,g,topical,tube,1,True,5.02,117,253,168,4,202,7,increasing,False,False,"AmerisourceBergen, Cardinal, McKesson",True
63841-1715-50,2025-01,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,7386,0,3877,0,3509,113,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-02,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,3877,2500,3149,3,3228,115,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-03,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,3149,4500,4077,2,3572,115,increasing,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-04,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,4077,2000,3035,2,3042,101,decreasing,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-05,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,3035,2000,2291,1,2744,89,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-06,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,2291,4000,3507,2,2784,93,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-07,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,3507,2500,3382,3,2625,85,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-08,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,3382,277,81,3,2440,79,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-09,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,81,4500,2308,4,2273,76,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-10,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,2308,2500,2752,1,2056,66,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-11,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,2752,1000,2011,3,1741,58,decreasing,False,False,"Cardinal, AmerisourceBergen, McKesson",True
63841-1715-50,2025-12,doxycycline,Doxycycline,Fresenius Kabi,100.0,mcg,capsule,bottle,500,True,1.09,2011,1500,2057,3,1454,47,decreasing,False,False,"Cardinal, AmerisourceBergen, McKesson",True
78937-8486-11,2025-01,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,612,620,671,4,561,18,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-02,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,671,120,0,5,972,35,increasing,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-03,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,0,1006,582,4,424,14,decreasing,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-04,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,582,350,452,3,480,16,increasing,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-05,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,452,510,528,5,434,14,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-06,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,528,360,501,5,387,13,decreasing,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-07,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,501,1094,726,3,869,28,increasing,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-08,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,726,250,628,5,348,11,decreasing,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-09,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,628,57,357,2,328,11,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-10,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,357,280,353,5,284,9,decreasing,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-11,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,353,270,340,5,283,9,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
78937-8486-11,2025-12,ceftriaxone,Ceftriaxone,Novartis,1.0,g,injection_vials,box,10,True,7.84,340,230,342,3,228,7,decreasing,False,False,"McKesson, Cardinal, AmerisourceBergen",True
92155-8994-79,2025-01,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,5416,360,2377,3,3399,110,stable,False,False,AmerisourceBergen,True
92155-8994-79,2025-02,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,2377,5850,4479,5,3748,134,increasing,False,False,AmerisourceBergen,True
92155-8994-79,2025-03,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,4479,3600,4225,5,3854,124,stable,False,False,AmerisourceBergen,True
92155-8994-79,2025-04,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,4225,4230,4431,3,4024,134,stable,False,False,AmerisourceBergen,True
92155-8994-79,2025-05,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,4431,5670,5350,3,4751,153,increasing,False,False,AmerisourceBergen,True
92155-8994-79,2025-06,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,5350,3780,4753,4,4377,146,stable,False,False,AmerisourceBergen,True
92155-8994-79,2025-07,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,4753,5302,5779,3,4276,138,stable,False,False,AmerisourceBergen,True
92155-8994-79,2025-08,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,5779,3969,4940,5,4808,155,increasing,False,False,AmerisourceBergen,True
92155-8994-79,2025-09,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,4940,6210,5679,5,5471,182,increasing,False,False,AmerisourceBergen,True
92155-8994-79,2025-10,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,5679,3960,4492,3,5147,166,stable,False,False,AmerisourceBergen,True
92155-8994-79,2025-11,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,4492,7560,6415,3,5637,188,stable,False,False,AmerisourceBergen,True
92155-8994-79,2025-12,tacrolimus,TacrolimusRelief,Sun Pharma,5.0,mg,capsule,bottle,90,True,0.12,6415,4500,6099,3,4816,155,decreasing,False,False,AmerisourceBergen,True
49251-1474-15,2025-01,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,10699,4020,6668,3,8051,260,stable,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-02,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,6668,9000,8773,5,6895,246,decreasing,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-03,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,8773,2880,6358,3,5295,171,decreasing,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-04,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,6358,3060,4910,3,4508,150,decreasing,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-05,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,4910,5400,4460,3,5850,189,increasing,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-06,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,4460,6960,6157,5,5263,175,decreasing,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-07,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,6157,3786,5471,5,4472,144,decreasing,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-08,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,5471,6780,6416,5,5835,188,increasing,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-09,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,6416,3840,5254,5,5002,167,decreasing,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-10,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,5254,4920,5465,5,4709,152,stable,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-11,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,5465,12360,9296,4,8529,284,increasing,False,False,"McKesson, Cardinal",True
49251-1474-15,2025-12,lisinopril,LisinoprilCare,Fresenius Kabi,40.0,units/ml,tablets,bottle,60,True,0.31,9296,6540,7055,3,8781,283,stable,False,False,"McKesson, Cardinal",True
86435-3344-39,2025-01,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,4502,500,2510,3,2492,80,stable,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-02,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,2510,2700,2885,3,2325,83,stable,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-03,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,2885,1900,2353,5,2432,78,stable,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-04,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,2353,2987,2829,3,2511,84,stable,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-05,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,2829,3500,3603,4,2726,88,stable,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-06,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,3603,2700,3190,5,3113,104,increasing,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-07,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,3190,4093,4080,3,3203,103,stable,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-08,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,4080,2300,3177,5,3203,103,stable,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-09,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,3177,3400,2929,3,3648,122,increasing,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-10,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,2929,4000,3770,5,3159,102,decreasing,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-11,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,3770,4000,4349,5,3421,114,stable,False,False,"AmerisourceBergen, Cardinal",True
86435-3344-39,2025-12,nitroglycerin,NitroglycerinMax,Novartis,0.4,mg,tablets,bottle,100,True,0.38,4349,3200,3605,3,3944,127,increasing,False,False,"AmerisourceBergen, Cardinal",True
65615-5097-68,2025-01,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,5311,1800,3419,3,3692,119,stable,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-02,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,3419,2880,2925,3,3374,120,stable,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-03,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,2925,3240,2752,5,3413,110,stable,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-04,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,2752,3780,3279,5,3253,108,stable,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-05,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,3279,3420,3360,3,3339,108,stable,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-06,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,3360,5040,4779,3,3621,121,stable,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-07,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,4779,1260,2758,4,3281,106,stable,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-08,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,2758,3600,3126,5,3232,104,stable,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-09,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,3126,4002,3480,3,3648,122,increasing,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-10,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,3480,3420,3445,3,3455,111,stable,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-11,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,3445,3060,3231,4,3274,109,stable,False,False,"McKesson, Cardinal",True
65615-5097-68,2025-12,omeprazole,OmeprazolePro,Sun Pharma,20.0,mg,capsule,bottle,180,True,0.95,3231,3600,3293,3,3538,114,stable,False,False,"McKesson, Cardinal",True
89482-9138-46,2025-01,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,96,60,0,3,138,4,stable,False,False,AmerisourceBergen,True
89482-9138-46,2025-02,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,0,156,113,3,43,2,decreasing,False,False,AmerisourceBergen,True
89482-9138-46,2025-03,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,113,0,71,0,42,1,stable,False,False,AmerisourceBergen,True
89482-9138-46,2025-04,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,71,156,105,5,122,4,increasing,False,False,AmerisourceBergen,True
89482-9138-46,2025-05,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,105,12,72,3,45,1,decreasing,False,False,AmerisourceBergen,True
89482-9138-46,2025-06,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,72,36,62,2,46,2,stable,False,False,AmerisourceBergen,True
89482-9138-46,2025-07,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,62,24,41,3,45,1,stable,False,False,AmerisourceBergen,True
89482-9138-46,2025-08,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,41,48,45,3,44,1,stable,False,False,AmerisourceBergen,True
89482-9138-46,2025-09,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,45,49,48,1,46,2,stable,False,False,AmerisourceBergen,True
89482-9138-46,2025-10,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,48,52,53,2,47,2,stable,False,False,AmerisourceBergen,True
89482-9138-46,2025-11,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,53,48,59,2,42,1,decreasing,False,False,AmerisourceBergen,True
89482-9138-46,2025-12,fluconazole,Fluconazole,Baxter,200.0,mg,iv_bags,bag,12,False,49.11,59,24,39,2,44,1,stable,False,False,AmerisourceBergen,True
67779-1546-84,2025-01,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,7023,2500,5241,1,4282,138,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-02,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,5241,4000,4715,2,4526,162,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-03,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,4715,5000,5320,5,4395,142,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-04,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,5320,4500,5328,2,4492,150,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-05,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,5328,5500,6273,4,4555,147,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-06,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,6273,3500,5464,3,4309,144,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-07,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,5464,3500,4395,2,4569,147,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-08,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,4395,4146,3903,4,4638,150,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-09,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,3903,5000,4139,4,4764,159,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-10,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,4139,6500,6079,4,4560,147,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-11,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,6079,2000,3870,2,4209,140,stable,False,False,"AmerisourceBergen, McKesson",True
67779-1546-84,2025-12,hydrochlorothiazide,HydrochlorothiazidePro,Baxter,50.0,mg,tablets,bottle,500,True,0.1,3870,5500,4974,3,4396,142,stable,False,False,"AmerisourceBergen, McKesson",True
73156-5835-53,2025-01,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,522,575,608,4,489,16,stable,True,False,Cardinal,True
73156-5835-53,2025-02,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,608,275,423,4,460,16,stable,True,False,Cardinal,True
73156-5835-53,2025-03,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,423,574,583,5,414,13,decreasing,True,False,Cardinal,True
73156-5835-53,2025-04,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,583,319,383,4,519,17,increasing,True,False,Cardinal,True
73156-5835-53,2025-05,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,383,775,670,3,488,16,stable,True,False,Cardinal,True
73156-5835-53,2025-06,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,670,446,635,3,481,16,stable,True,False,Cardinal,True
73156-5835-53,2025-07,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,635,375,570,4,440,14,stable,True,False,Cardinal,True
73156-5835-53,2025-08,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,570,1950,0,5,1262,41,increasing,True,False,Cardinal,True
73156-5835-53,2025-09,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,0,5325,2081,4,3244,108,increasing,True,False,Cardinal,True
73156-5835-53,2025-10,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,2081,125,1706,2,500,16,decreasing,True,False,Cardinal,True
73156-5835-53,2025-11,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,1706,0,1290,0,416,14,decreasing,True,False,Cardinal,True
73156-5835-53,2025-12,morphine,Morphine,Sun Pharma,1.0,mg/ml,syringe,box,25,True,126.33,1290,0,907,0,383,12,stable,True,False,Cardinal,True
58311-5295-84,2025-01,midazolam,Midazolam ,Lupin,5.0,mg/ml,syringe,box,50,True,17.56,505,167,359,1,313,10,stable,False,False,"AmerisourceBergen, Cardinal",True
58311-5295-84,2025-02,midazolam,Midazolam ,Lupin,5.0,mg/ml,syringe,box,50,True,17.56,359,319,377,3,301,11,stable,False,False,"AmerisourceBergen, Cardinal",True
